docid,url,wiki_topic1,wiki_topic2,wiki_topic3,wiki_topic4,other,title,year
11603,http://tarski.cs-i.brandeis.edu:8181/data/all/11603.pdf,,,,,,,
22089,http://tarski.cs-i.brandeis.edu:8181/data/all/22089.pdf,,,,,,,
264515,http://tarski.cs-i.brandeis.edu:8181/data/all/264515.pdf,,,,,,,
26536,http://tarski.cs-i.brandeis.edu:8181/data/all/26536.pdf,,,,,,,
32862,http://tarski.cs-i.brandeis.edu:8181/data/all/32862.pdf,,,,,,,
12336,http://tarski.cs-i.brandeis.edu:8181/data/all/12336.pdf,,,,,,,
604,http://tarski.cs-i.brandeis.edu:8181/data/all/604.pdf,,,,,,,
2263,http://tarski.cs-i.brandeis.edu:8181/data/all/2263.pdf,,,,,,,
21168,http://tarski.cs-i.brandeis.edu:8181/data/all/21168.pdf,,,,,,,
32054,http://tarski.cs-i.brandeis.edu:8181/data/all/32054.pdf,,,,,,,
8461,http://tarski.cs-i.brandeis.edu:8181/data/all/8461.pdf,,,,,,,
25519,http://tarski.cs-i.brandeis.edu:8181/data/all/25519.pdf,,,,,,,
271527,http://tarski.cs-i.brandeis.edu:8181/data/all/271527.pdf,,,,,,,
35223,http://tarski.cs-i.brandeis.edu:8181/data/all/35223.pdf,,,,,,,
21333,http://tarski.cs-i.brandeis.edu:8181/data/all/21333.pdf,,,,,,,
255598,http://tarski.cs-i.brandeis.edu:8181/data/all/255598.pdf,,,,,,,
3651,http://tarski.cs-i.brandeis.edu:8181/data/all/3651.pdf,,,,,,,
26745,http://tarski.cs-i.brandeis.edu:8181/data/all/26745.pdf,,,,,,,
54,http://tarski.cs-i.brandeis.edu:8181/data/all/54.pdf,,,,,,,
8518,http://tarski.cs-i.brandeis.edu:8181/data/all/8518.pdf,,,,,,,
267900,http://tarski.cs-i.brandeis.edu:8181/data/all/267900.pdf,,,,,,,
11328,http://tarski.cs-i.brandeis.edu:8181/data/all/11328.pdf,,,,,,,
17995,http://tarski.cs-i.brandeis.edu:8181/data/all/17995.pdf,,,,,,,
4818,http://tarski.cs-i.brandeis.edu:8181/data/all/4818.pdf,,,,,,,
262648,http://tarski.cs-i.brandeis.edu:8181/data/all/262648.pdf,,,,,,,
256716,http://tarski.cs-i.brandeis.edu:8181/data/all/256716.pdf,,,,,,,
262488,http://tarski.cs-i.brandeis.edu:8181/data/all/262488.pdf,,,,,,,
32483,http://tarski.cs-i.brandeis.edu:8181/data/all/32483.pdf,,,,,,,
296778,http://tarski.cs-i.brandeis.edu:8181/data/all/296778.pdf,,,,,,,
4232,http://tarski.cs-i.brandeis.edu:8181/data/all/4232.pdf,,,,,,,
22725,http://tarski.cs-i.brandeis.edu:8181/data/all/22725.pdf,,,,,,,
139367,http://tarski.cs-i.brandeis.edu:8181/data/all/139367.pdf,,,,,,,
31029,http://tarski.cs-i.brandeis.edu:8181/data/all/31029.pdf,,,,,,,
25219,http://tarski.cs-i.brandeis.edu:8181/data/all/25219.pdf,,,,,,,
283784,http://tarski.cs-i.brandeis.edu:8181/data/all/283784.pdf,,,,,,,
4694,http://tarski.cs-i.brandeis.edu:8181/data/all/4694.pdf,,,,,,,
130646,http://tarski.cs-i.brandeis.edu:8181/data/all/130646.pdf,,,,,,,
322305,http://tarski.cs-i.brandeis.edu:8181/data/all/322305.pdf,,,,,,,
18892,http://tarski.cs-i.brandeis.edu:8181/data/all/18892.pdf,,,,,,,
331382,http://tarski.cs-i.brandeis.edu:8181/data/all/331382.pdf,,,,,,,
6346,http://tarski.cs-i.brandeis.edu:8181/data/all/6346.pdf,,,,,,,
29166,http://tarski.cs-i.brandeis.edu:8181/data/all/29166.pdf,,,,,,,
24645,http://tarski.cs-i.brandeis.edu:8181/data/all/24645.pdf,,,,,,,
3152,http://tarski.cs-i.brandeis.edu:8181/data/all/3152.pdf,,,,,,,
4447,http://tarski.cs-i.brandeis.edu:8181/data/all/4447.pdf,,,,,,,
138535,http://tarski.cs-i.brandeis.edu:8181/data/all/138535.pdf,,,,,,,
32452,http://tarski.cs-i.brandeis.edu:8181/data/all/32452.pdf,,,,,,,
147318,http://tarski.cs-i.brandeis.edu:8181/data/all/147318.pdf,,,,,,,
306558,http://tarski.cs-i.brandeis.edu:8181/data/all/306558.pdf,,,,,,,
136957,http://tarski.cs-i.brandeis.edu:8181/data/all/136957.pdf,,,,,,,
35071,http://tarski.cs-i.brandeis.edu:8181/data/all/35071.pdf,,,,,,,
322239,http://tarski.cs-i.brandeis.edu:8181/data/all/322239.pdf,,,,,,,
137309,http://tarski.cs-i.brandeis.edu:8181/data/all/137309.pdf,,,,,,,
38537,http://tarski.cs-i.brandeis.edu:8181/data/all/38537.pdf,,,,,,,
161365,http://tarski.cs-i.brandeis.edu:8181/data/all/161365.pdf,,,,,,,
309907,http://tarski.cs-i.brandeis.edu:8181/data/all/309907.pdf,,,,,,,
31800,http://tarski.cs-i.brandeis.edu:8181/data/all/31800.pdf,,,,,,,
7597,http://tarski.cs-i.brandeis.edu:8181/data/all/7597.pdf,,,,,,,
161392,http://tarski.cs-i.brandeis.edu:8181/data/all/161392.pdf,,,,,,,
126032,http://tarski.cs-i.brandeis.edu:8181/data/all/126032.pdf,,,,,,,
2921,http://tarski.cs-i.brandeis.edu:8181/data/all/2921.pdf,,,,,,,
297827,http://tarski.cs-i.brandeis.edu:8181/data/all/297827.pdf,,,,,,,
27746,http://tarski.cs-i.brandeis.edu:8181/data/all/27746.pdf,,,,,,,
130405,http://tarski.cs-i.brandeis.edu:8181/data/all/130405.pdf,,,,,,,
31230,http://tarski.cs-i.brandeis.edu:8181/data/all/31230.pdf,,,,,,,
243,http://tarski.cs-i.brandeis.edu:8181/data/all/243.pdf,,,,,,,
9423,http://tarski.cs-i.brandeis.edu:8181/data/all/9423.pdf,,,,,,,
17909,http://tarski.cs-i.brandeis.edu:8181/data/all/17909.pdf,,,,,,,
11575,http://tarski.cs-i.brandeis.edu:8181/data/all/11575.pdf,,,,,,,
1289,http://tarski.cs-i.brandeis.edu:8181/data/all/1289.pdf,,,,,,,
36585,http://tarski.cs-i.brandeis.edu:8181/data/all/36585.pdf,,,,,,,
31021,http://tarski.cs-i.brandeis.edu:8181/data/all/31021.pdf,,,,,,,
283175,http://tarski.cs-i.brandeis.edu:8181/data/all/283175.pdf,,,,,,,
128602,http://tarski.cs-i.brandeis.edu:8181/data/all/128602.pdf,,,,,,,
140420,http://tarski.cs-i.brandeis.edu:8181/data/all/140420.pdf,,,,,,,
3490,http://tarski.cs-i.brandeis.edu:8181/data/all/3490.pdf,,,,,,,
4691,http://tarski.cs-i.brandeis.edu:8181/data/all/4691.pdf,,,,,,,
18262,http://tarski.cs-i.brandeis.edu:8181/data/all/18262.pdf,,,,,,,
2285,http://tarski.cs-i.brandeis.edu:8181/data/all/2285.pdf,,,,,,,
365,http://tarski.cs-i.brandeis.edu:8181/data/all/365.pdf,,,,,,,
274,http://tarski.cs-i.brandeis.edu:8181/data/all/274.pdf,,,,,,,
28354,http://tarski.cs-i.brandeis.edu:8181/data/all/28354.pdf,,,,,,,
29377,http://tarski.cs-i.brandeis.edu:8181/data/all/29377.pdf,,,,,,,
7007,http://tarski.cs-i.brandeis.edu:8181/data/all/7007.pdf,,,,,,,
298425,http://tarski.cs-i.brandeis.edu:8181/data/all/298425.pdf,,,,,,,
752,http://tarski.cs-i.brandeis.edu:8181/data/all/752.pdf,,,,,,,
255814,http://tarski.cs-i.brandeis.edu:8181/data/all/255814.pdf,,,,,,,
6349,http://tarski.cs-i.brandeis.edu:8181/data/all/6349.pdf,,,,,,,
28500,http://tarski.cs-i.brandeis.edu:8181/data/all/28500.pdf,,,,,,,
20858,http://tarski.cs-i.brandeis.edu:8181/data/all/20858.pdf,,,,,,,
6466,http://tarski.cs-i.brandeis.edu:8181/data/all/6466.pdf,,,,,,,
318024,http://tarski.cs-i.brandeis.edu:8181/data/all/318024.pdf,,,,,,,
18306,http://tarski.cs-i.brandeis.edu:8181/data/all/18306.pdf,,,,,,,
204,http://tarski.cs-i.brandeis.edu:8181/data/all/204.pdf,,,,,,,
30494,http://tarski.cs-i.brandeis.edu:8181/data/all/30494.pdf,,,,,,,
319539,http://tarski.cs-i.brandeis.edu:8181/data/all/319539.pdf,,,,,,,
301575,http://tarski.cs-i.brandeis.edu:8181/data/all/301575.pdf,,,,,,,
313818,http://tarski.cs-i.brandeis.edu:8181/data/all/313818.pdf,,,,,,,
330676,http://tarski.cs-i.brandeis.edu:8181/data/all/330676.pdf,,,,,,,
11720,http://tarski.cs-i.brandeis.edu:8181/data/all/11720.pdf,,,,,,,
322648,http://tarski.cs-i.brandeis.edu:8181/data/all/322648.pdf,,,,,,,
20479,http://tarski.cs-i.brandeis.edu:8181/data/all/20479.pdf,,,,,,,
25910,http://tarski.cs-i.brandeis.edu:8181/data/all/25910.pdf,,,,,,,
357,http://tarski.cs-i.brandeis.edu:8181/data/all/357.pdf,,,,,,,
33598,http://tarski.cs-i.brandeis.edu:8181/data/all/33598.pdf,,,,,,,
11740,http://tarski.cs-i.brandeis.edu:8181/data/all/11740.pdf,,,,,,,
20446,http://tarski.cs-i.brandeis.edu:8181/data/all/20446.pdf,,,,,,,
32446,http://tarski.cs-i.brandeis.edu:8181/data/all/32446.pdf,,,,,,,
26726,http://tarski.cs-i.brandeis.edu:8181/data/all/26726.pdf,,,,,,,
39,http://tarski.cs-i.brandeis.edu:8181/data/all/39.pdf,,,,,,,
318610,http://tarski.cs-i.brandeis.edu:8181/data/all/318610.pdf,,,,,,,
40538,http://tarski.cs-i.brandeis.edu:8181/data/all/40538.pdf,,,,,,,
164,http://tarski.cs-i.brandeis.edu:8181/data/all/164.pdf,,,,,,,
319913,http://tarski.cs-i.brandeis.edu:8181/data/all/319913.pdf,,,,,,,
2460,http://tarski.cs-i.brandeis.edu:8181/data/all/2460.pdf,,,,,,,
12676,http://tarski.cs-i.brandeis.edu:8181/data/all/12676.pdf,,,,,,,
320647,http://tarski.cs-i.brandeis.edu:8181/data/all/320647.pdf,,,,,,,
32891,http://tarski.cs-i.brandeis.edu:8181/data/all/32891.pdf,,,,,,,
19718,http://tarski.cs-i.brandeis.edu:8181/data/all/19718.pdf,,,,,,,
256987,http://tarski.cs-i.brandeis.edu:8181/data/all/256987.pdf,,,,,,,
82,http://tarski.cs-i.brandeis.edu:8181/data/all/82.pdf,,,,,,,
24807,http://tarski.cs-i.brandeis.edu:8181/data/all/24807.pdf,,,,,,,
246,http://tarski.cs-i.brandeis.edu:8181/data/all/246.pdf,,,,,,,
262069,http://tarski.cs-i.brandeis.edu:8181/data/all/262069.pdf,,,,,,,
3661,http://tarski.cs-i.brandeis.edu:8181/data/all/3661.pdf,,,,,,,
14119,http://tarski.cs-i.brandeis.edu:8181/data/all/14119.pdf,,,,,,,
298927,http://tarski.cs-i.brandeis.edu:8181/data/all/298927.pdf,,,,,,,
33876,http://tarski.cs-i.brandeis.edu:8181/data/all/33876.pdf,,,,,,,
18467,http://tarski.cs-i.brandeis.edu:8181/data/all/18467.pdf,,,,,,,
13310,http://tarski.cs-i.brandeis.edu:8181/data/all/13310.pdf,,,,,,,
6356,http://tarski.cs-i.brandeis.edu:8181/data/all/6356.pdf,,,,,,,
7450,http://tarski.cs-i.brandeis.edu:8181/data/all/7450.pdf,,,,,,,
137912,http://tarski.cs-i.brandeis.edu:8181/data/all/137912.pdf,,,,,,,
11160,http://tarski.cs-i.brandeis.edu:8181/data/all/11160.pdf,,,,,,,
4881,http://tarski.cs-i.brandeis.edu:8181/data/all/4881.pdf,,,,,,,
16,http://tarski.cs-i.brandeis.edu:8181/data/all/16.pdf,,,,,,,
322646,http://tarski.cs-i.brandeis.edu:8181/data/all/322646.pdf,,,,,,,
22846,http://tarski.cs-i.brandeis.edu:8181/data/all/22846.pdf,,,,,,,
257732,http://tarski.cs-i.brandeis.edu:8181/data/all/257732.pdf,,,,,,,
4227,http://tarski.cs-i.brandeis.edu:8181/data/all/4227.pdf,,,,,,,
30508,http://tarski.cs-i.brandeis.edu:8181/data/all/30508.pdf,,,,,,,
318304,http://tarski.cs-i.brandeis.edu:8181/data/all/318304.pdf,,,,,,,
3083,http://tarski.cs-i.brandeis.edu:8181/data/all/3083.pdf,,,,,,,
262640,http://tarski.cs-i.brandeis.edu:8181/data/all/262640.pdf,,,,,,,
2424,http://tarski.cs-i.brandeis.edu:8181/data/all/2424.pdf,,,,,,,
24757,http://tarski.cs-i.brandeis.edu:8181/data/all/24757.pdf,,,,,,,
4874,http://tarski.cs-i.brandeis.edu:8181/data/all/4874.pdf,,,,,,,
10372,http://tarski.cs-i.brandeis.edu:8181/data/all/10372.pdf,,,,,,,
7937,http://tarski.cs-i.brandeis.edu:8181/data/all/7937.pdf,,,,,,,
283177,http://tarski.cs-i.brandeis.edu:8181/data/all/283177.pdf,,,,,,,
255950,http://tarski.cs-i.brandeis.edu:8181/data/all/255950.pdf,,,,,,,
326450,http://tarski.cs-i.brandeis.edu:8181/data/all/326450.pdf,,,,,,,
2311,http://tarski.cs-i.brandeis.edu:8181/data/all/2311.pdf,,,,,,,
6676,http://tarski.cs-i.brandeis.edu:8181/data/all/6676.pdf,,,,,,,
2152,http://tarski.cs-i.brandeis.edu:8181/data/all/2152.pdf,,,,,,,
32742,http://tarski.cs-i.brandeis.edu:8181/data/all/32742.pdf,,,,,,,
34421,http://tarski.cs-i.brandeis.edu:8181/data/all/34421.pdf,,,,,,,
20892,http://tarski.cs-i.brandeis.edu:8181/data/all/20892.pdf,,,,,,,
3453,http://tarski.cs-i.brandeis.edu:8181/data/all/3453.pdf,,,,,,,
260533,http://tarski.cs-i.brandeis.edu:8181/data/all/260533.pdf,,,,,,,
5356,http://tarski.cs-i.brandeis.edu:8181/data/all/5356.pdf,,,,,,,
1996,http://tarski.cs-i.brandeis.edu:8181/data/all/1996.pdf,,,,,,,
12383,http://tarski.cs-i.brandeis.edu:8181/data/all/12383.pdf,,,,,,,
141908,http://tarski.cs-i.brandeis.edu:8181/data/all/141908.pdf,,,,,,,
143214,http://tarski.cs-i.brandeis.edu:8181/data/all/143214.pdf,,,,,,,
328137,http://tarski.cs-i.brandeis.edu:8181/data/all/328137.pdf,,,,,,,
4262,http://tarski.cs-i.brandeis.edu:8181/data/all/4262.pdf,,,,,,,
124585,http://tarski.cs-i.brandeis.edu:8181/data/all/124585.pdf,,,,,,,
18174,http://tarski.cs-i.brandeis.edu:8181/data/all/18174.pdf,,,,,,,
18572,http://tarski.cs-i.brandeis.edu:8181/data/all/18572.pdf,,,,,,,
29139,http://tarski.cs-i.brandeis.edu:8181/data/all/29139.pdf,,,,,,,
13607,http://tarski.cs-i.brandeis.edu:8181/data/all/13607.pdf,,,,,,,
129742,http://tarski.cs-i.brandeis.edu:8181/data/all/129742.pdf,,,,,,,
2630,http://tarski.cs-i.brandeis.edu:8181/data/all/2630.pdf,,,,,,,
161839,http://tarski.cs-i.brandeis.edu:8181/data/all/161839.pdf,,,,,,,
93,http://tarski.cs-i.brandeis.edu:8181/data/all/93.pdf,,,,,,,
17572,http://tarski.cs-i.brandeis.edu:8181/data/all/17572.pdf,,,,,,,
33208,http://tarski.cs-i.brandeis.edu:8181/data/all/33208.pdf,,,,,,,
38770,http://tarski.cs-i.brandeis.edu:8181/data/all/38770.pdf,,,,,,,
5997,http://tarski.cs-i.brandeis.edu:8181/data/all/5997.pdf,,,,,,,
27137,http://tarski.cs-i.brandeis.edu:8181/data/all/27137.pdf,,,,,,,
161347,http://tarski.cs-i.brandeis.edu:8181/data/all/161347.pdf,,,,,,,
19752,http://tarski.cs-i.brandeis.edu:8181/data/all/19752.pdf,,,,,,,
26706,http://tarski.cs-i.brandeis.edu:8181/data/all/26706.pdf,,,,,,,
4551,http://tarski.cs-i.brandeis.edu:8181/data/all/4551.pdf,,,,,,,
25267,http://tarski.cs-i.brandeis.edu:8181/data/all/25267.pdf,,,,,,,
125,http://tarski.cs-i.brandeis.edu:8181/data/all/125.pdf,,,,,,,
317197,http://tarski.cs-i.brandeis.edu:8181/data/all/317197.pdf,,,,,,,
162690,http://tarski.cs-i.brandeis.edu:8181/data/all/162690.pdf,,,,,,,
25855,http://tarski.cs-i.brandeis.edu:8181/data/all/25855.pdf,,,,,,,
3707,http://tarski.cs-i.brandeis.edu:8181/data/all/3707.pdf,,,,,,,
12658,http://tarski.cs-i.brandeis.edu:8181/data/all/12658.pdf,,,,,,,
7948,http://tarski.cs-i.brandeis.edu:8181/data/all/7948.pdf,,,,,,,
20627,http://tarski.cs-i.brandeis.edu:8181/data/all/20627.pdf,,,,,,,
2319,http://tarski.cs-i.brandeis.edu:8181/data/all/2319.pdf,,,,,,,
12392,http://tarski.cs-i.brandeis.edu:8181/data/all/12392.pdf,,,,,,,
264487,http://tarski.cs-i.brandeis.edu:8181/data/all/264487.pdf,,,,,,,
307922,http://tarski.cs-i.brandeis.edu:8181/data/all/307922.pdf,,,,,,,
18335,http://tarski.cs-i.brandeis.edu:8181/data/all/18335.pdf,,,,,,,
286175,http://tarski.cs-i.brandeis.edu:8181/data/all/286175.pdf,,,,,,,
130,http://tarski.cs-i.brandeis.edu:8181/data/all/130.pdf,,,,,,,
30271,http://tarski.cs-i.brandeis.edu:8181/data/all/30271.pdf,,,,,,,
255834,http://tarski.cs-i.brandeis.edu:8181/data/all/255834.pdf,,,,,,,
161500,http://tarski.cs-i.brandeis.edu:8181/data/all/161500.pdf,,,,,,,
315359,http://tarski.cs-i.brandeis.edu:8181/data/all/315359.pdf,,,,,,,
128017,http://tarski.cs-i.brandeis.edu:8181/data/all/128017.pdf,,,,,,,
289725,http://tarski.cs-i.brandeis.edu:8181/data/all/289725.pdf,,,,,,,
3950,http://tarski.cs-i.brandeis.edu:8181/data/all/3950.pdf,,,,,,,
17945,http://tarski.cs-i.brandeis.edu:8181/data/all/17945.pdf,,,,,,,
121382,http://tarski.cs-i.brandeis.edu:8181/data/all/121382.pdf,,,,,,,
2352,http://tarski.cs-i.brandeis.edu:8181/data/all/2352.pdf,,,,,,,
3910,http://tarski.cs-i.brandeis.edu:8181/data/all/3910.pdf,,,,,,,
298361,http://tarski.cs-i.brandeis.edu:8181/data/all/298361.pdf,,,,,,,
4773,http://tarski.cs-i.brandeis.edu:8181/data/all/4773.pdf,,,,,,,
257079,http://tarski.cs-i.brandeis.edu:8181/data/all/257079.pdf,,,,,,,
1389,http://tarski.cs-i.brandeis.edu:8181/data/all/1389.pdf,,,,,,,
28539,http://tarski.cs-i.brandeis.edu:8181/data/all/28539.pdf,,,,,,,
327723,http://tarski.cs-i.brandeis.edu:8181/data/all/327723.pdf,,,,,,,
9426,http://tarski.cs-i.brandeis.edu:8181/data/all/9426.pdf,,,,,,,
4970,http://tarski.cs-i.brandeis.edu:8181/data/all/4970.pdf,,,,,,,
16985,http://tarski.cs-i.brandeis.edu:8181/data/all/16985.pdf,,,,,,,
18268,http://tarski.cs-i.brandeis.edu:8181/data/all/18268.pdf,,,,,,,
296836,http://tarski.cs-i.brandeis.edu:8181/data/all/296836.pdf,,,,,,,
142048,http://tarski.cs-i.brandeis.edu:8181/data/all/142048.pdf,,,,,,,
42716,http://tarski.cs-i.brandeis.edu:8181/data/all/42716.pdf,,,,,,,
161782,http://tarski.cs-i.brandeis.edu:8181/data/all/161782.pdf,,,,,,,
348,http://tarski.cs-i.brandeis.edu:8181/data/all/348.pdf,,,,,,,
33875,http://tarski.cs-i.brandeis.edu:8181/data/all/33875.pdf,,,,,,,
6350,http://tarski.cs-i.brandeis.edu:8181/data/all/6350.pdf,,,,,,,
310959,http://tarski.cs-i.brandeis.edu:8181/data/all/310959.pdf,,,,,,,
318140,http://tarski.cs-i.brandeis.edu:8181/data/all/318140.pdf,,,,,,,
7361,http://tarski.cs-i.brandeis.edu:8181/data/all/7361.pdf,,,,,,,
772,http://tarski.cs-i.brandeis.edu:8181/data/all/772.pdf,,,,,,,
28397,http://tarski.cs-i.brandeis.edu:8181/data/all/28397.pdf,,,,,,,
306004,http://tarski.cs-i.brandeis.edu:8181/data/all/306004.pdf,,,,,,,
4141,http://tarski.cs-i.brandeis.edu:8181/data/all/4141.pdf,,,,,,,
137221,http://tarski.cs-i.brandeis.edu:8181/data/all/137221.pdf,,,,,,,
33724,http://tarski.cs-i.brandeis.edu:8181/data/all/33724.pdf,,,,,,,
231,http://tarski.cs-i.brandeis.edu:8181/data/all/231.pdf,,,,,,,
306223,http://tarski.cs-i.brandeis.edu:8181/data/all/306223.pdf,,,,,,,
13981,http://tarski.cs-i.brandeis.edu:8181/data/all/13981.pdf,,,,,,,
255612,http://tarski.cs-i.brandeis.edu:8181/data/all/255612.pdf,,,,,,,
137433,http://tarski.cs-i.brandeis.edu:8181/data/all/137433.pdf,,,,,,,
6677,http://tarski.cs-i.brandeis.edu:8181/data/all/6677.pdf,,,,,,,
22228,http://tarski.cs-i.brandeis.edu:8181/data/all/22228.pdf,,,,,,,
30891,http://tarski.cs-i.brandeis.edu:8181/data/all/30891.pdf,,,,,,,
339,http://tarski.cs-i.brandeis.edu:8181/data/all/339.pdf,,,,,,,
5361,http://tarski.cs-i.brandeis.edu:8181/data/all/5361.pdf,,,,,,,
22137,http://tarski.cs-i.brandeis.edu:8181/data/all/22137.pdf,,,,,,,
6705,http://tarski.cs-i.brandeis.edu:8181/data/all/6705.pdf,,,,,,,
13815,http://tarski.cs-i.brandeis.edu:8181/data/all/13815.pdf,,,,,,,
129715,http://tarski.cs-i.brandeis.edu:8181/data/all/129715.pdf,,,,,,,
19156,http://tarski.cs-i.brandeis.edu:8181/data/all/19156.pdf,,,,,,,
175,http://tarski.cs-i.brandeis.edu:8181/data/all/175.pdf,,,,,,,
328,http://tarski.cs-i.brandeis.edu:8181/data/all/328.pdf,,,,,,,
32117,http://tarski.cs-i.brandeis.edu:8181/data/all/32117.pdf,,,,,,,
202,http://tarski.cs-i.brandeis.edu:8181/data/all/202.pdf,,,,,,,
22152,http://tarski.cs-i.brandeis.edu:8181/data/all/22152.pdf,,,,,,,
1663,http://tarski.cs-i.brandeis.edu:8181/data/all/1663.pdf,,,,,,,
140078,http://tarski.cs-i.brandeis.edu:8181/data/all/140078.pdf,,,,,,,
3,http://tarski.cs-i.brandeis.edu:8181/data/all/3.pdf,,,,,,,
308420,http://tarski.cs-i.brandeis.edu:8181/data/all/308420.pdf,,,,,,,
266021,http://tarski.cs-i.brandeis.edu:8181/data/all/266021.pdf,,,,,,,
298475,http://tarski.cs-i.brandeis.edu:8181/data/all/298475.pdf,,,,,,,
7328,http://tarski.cs-i.brandeis.edu:8181/data/all/7328.pdf,,,,,,,
28227,http://tarski.cs-i.brandeis.edu:8181/data/all/28227.pdf,,,,,,,
311887,http://tarski.cs-i.brandeis.edu:8181/data/all/311887.pdf,,,,,,,
317970,http://tarski.cs-i.brandeis.edu:8181/data/all/317970.pdf,,,,,,,
22068,http://tarski.cs-i.brandeis.edu:8181/data/all/22068.pdf,,,,,,,
19016,http://tarski.cs-i.brandeis.edu:8181/data/all/19016.pdf,,,,,,,
147327,http://tarski.cs-i.brandeis.edu:8181/data/all/147327.pdf,,,,,,,
35231,http://tarski.cs-i.brandeis.edu:8181/data/all/35231.pdf,,,,,,,
24931,http://tarski.cs-i.brandeis.edu:8181/data/all/24931.pdf,,,,,,,
21718,http://tarski.cs-i.brandeis.edu:8181/data/all/21718.pdf,,,,,,,
25439,http://tarski.cs-i.brandeis.edu:8181/data/all/25439.pdf,,,,,,,
262514,http://tarski.cs-i.brandeis.edu:8181/data/all/262514.pdf,,,,,,,
72,http://tarski.cs-i.brandeis.edu:8181/data/all/72.pdf,,,,,,,
262890,http://tarski.cs-i.brandeis.edu:8181/data/all/262890.pdf,,,,,,,
306888,http://tarski.cs-i.brandeis.edu:8181/data/all/306888.pdf,,,,,,,
18732,http://tarski.cs-i.brandeis.edu:8181/data/all/18732.pdf,,,,,,,
24289,http://tarski.cs-i.brandeis.edu:8181/data/all/24289.pdf,,,,,,,
17931,http://tarski.cs-i.brandeis.edu:8181/data/all/17931.pdf,,,,,,,
6826,http://tarski.cs-i.brandeis.edu:8181/data/all/6826.pdf,,,,,,,
41143,http://tarski.cs-i.brandeis.edu:8181/data/all/41143.pdf,,,,,,,
309783,http://tarski.cs-i.brandeis.edu:8181/data/all/309783.pdf,,,,,,,
3759,http://tarski.cs-i.brandeis.edu:8181/data/all/3759.pdf,,,,,,,
12691,http://tarski.cs-i.brandeis.edu:8181/data/all/12691.pdf,,,,,,,
10933,http://tarski.cs-i.brandeis.edu:8181/data/all/10933.pdf,,,,,,,
6533,http://tarski.cs-i.brandeis.edu:8181/data/all/6533.pdf,,,,,,,
257003,http://tarski.cs-i.brandeis.edu:8181/data/all/257003.pdf,,,,,,,
10341,http://tarski.cs-i.brandeis.edu:8181/data/all/10341.pdf,,,,,,,
25863,http://tarski.cs-i.brandeis.edu:8181/data/all/25863.pdf,,,,,,,
138662,http://tarski.cs-i.brandeis.edu:8181/data/all/138662.pdf,,,,,,,
32579,http://tarski.cs-i.brandeis.edu:8181/data/all/32579.pdf,,,,,,,
11395,http://tarski.cs-i.brandeis.edu:8181/data/all/11395.pdf,,,,,,,
3809,http://tarski.cs-i.brandeis.edu:8181/data/all/3809.pdf,,,,,,,
31471,http://tarski.cs-i.brandeis.edu:8181/data/all/31471.pdf,,,,,,,
145818,http://tarski.cs-i.brandeis.edu:8181/data/all/145818.pdf,,,,,,,
262049,http://tarski.cs-i.brandeis.edu:8181/data/all/262049.pdf,,,,,,,
347,http://tarski.cs-i.brandeis.edu:8181/data/all/347.pdf,,,,,,,
2308,http://tarski.cs-i.brandeis.edu:8181/data/all/2308.pdf,,,,,,,
42068,http://tarski.cs-i.brandeis.edu:8181/data/all/42068.pdf,,,,,,,
2322,http://tarski.cs-i.brandeis.edu:8181/data/all/2322.pdf,,,,,,,
146927,http://tarski.cs-i.brandeis.edu:8181/data/all/146927.pdf,,,,,,,
11495,http://tarski.cs-i.brandeis.edu:8181/data/all/11495.pdf,,,,,,,
10596,http://tarski.cs-i.brandeis.edu:8181/data/all/10596.pdf,,,,,,,
257748,http://tarski.cs-i.brandeis.edu:8181/data/all/257748.pdf,,,,,,,
31103,http://tarski.cs-i.brandeis.edu:8181/data/all/31103.pdf,,,,,,,
19757,http://tarski.cs-i.brandeis.edu:8181/data/all/19757.pdf,,,,,,,
20,http://tarski.cs-i.brandeis.edu:8181/data/all/20.pdf,,,,,,,
19496,http://tarski.cs-i.brandeis.edu:8181/data/all/19496.pdf,,,,,,,
3602,http://tarski.cs-i.brandeis.edu:8181/data/all/3602.pdf,,,,,,,
327557,http://tarski.cs-i.brandeis.edu:8181/data/all/327557.pdf,,,,,,,
317880,http://tarski.cs-i.brandeis.edu:8181/data/all/317880.pdf,,,,,,,
27708,http://tarski.cs-i.brandeis.edu:8181/data/all/27708.pdf,,,,,,,
298880,http://tarski.cs-i.brandeis.edu:8181/data/all/298880.pdf,,,,,,,
308192,http://tarski.cs-i.brandeis.edu:8181/data/all/308192.pdf,,,,,,,
300985,http://tarski.cs-i.brandeis.edu:8181/data/all/300985.pdf,,,,,,,
17728,http://tarski.cs-i.brandeis.edu:8181/data/all/17728.pdf,,,,,,,
28041,http://tarski.cs-i.brandeis.edu:8181/data/all/28041.pdf,,,,,,,
1046,http://tarski.cs-i.brandeis.edu:8181/data/all/1046.pdf,,,,,,,
28856,http://tarski.cs-i.brandeis.edu:8181/data/all/28856.pdf,,,,,,,
319631,http://tarski.cs-i.brandeis.edu:8181/data/all/319631.pdf,,,,,,,
7336,http://tarski.cs-i.brandeis.edu:8181/data/all/7336.pdf,,,,,,,
35348,http://tarski.cs-i.brandeis.edu:8181/data/all/35348.pdf,,,,,,,
